case_id,question,response_index,response,correct,error_type,clustering_threshold,cluster_ids,n_nodes,n_clusters,n_edges,edge_density,mean_edge_weight,total_edge_weight,cluster_imbalance,largest_cluster,smallest_cluster,incorrect_responses,incorrect_fraction,confident_failure,structural_entropy,cluster_sizes,cluster_incorrect_counts,cluster_incorrect_fraction
factual_002,What is the capital of France?,4,Marseille is the capital of France.,0,factual,0.3,"0,0,0,1,2,0",6,3,8,0.5333333333333333,0.7485320249179495,5.988256199343596,4.0,4,1,2,0.3333333333333333,True,-1.3881286675496294,"4,1,1","0,1,1","0.000000,1.000000,1.000000"
factual_002,What is the capital of France?,5,Paris serves as the capital of France.,1,correct,0.3,"0,0,0,1,2,0",6,3,8,0.5333333333333333,0.7485320249179495,5.988256199343596,4.0,4,1,2,0.3333333333333333,True,-1.3881286675496294,"4,1,1","0,1,1","0.000000,1.000000,1.000000"
factual_003,Which planet is known as the Red Planet?,0,Mars is known as the Red Planet.,1,correct,0.3,"0,0,0,1,2,0",6,3,8,0.5333333333333333,0.7133727349064429,5.706981879251543,4.0,4,1,2,0.3333333333333333,True,-1.3871333986539347,"4,1,1","0,1,1","0.000000,1.000000,1.000000"
factual_003,Which planet is known as the Red Planet?,1,The Red Planet is Mars.,1,correct,0.3,"0,0,0,1,2,0",6,3,8,0.5333333333333333,0.7133727349064429,5.706981879251543,4.0,4,1,2,0.3333333333333333,True,-1.3871333986539347,"4,1,1","0,1,1","0.000000,1.000000,1.000000"
factual_003,Which planet is known as the Red Planet?,2,Mars is commonly called the Red Planet.,1,correct,0.3,"0,0,0,1,2,0",6,3,8,0.5333333333333333,0.7133727349064429,5.706981879251543,4.0,4,1,2,0.3333333333333333,True,-1.3871333986539347,"4,1,1","0,1,1","0.000000,1.000000,1.000000"
factual_003,Which planet is known as the Red Planet?,3,Venus is known as the Red Planet.,0,factual,0.3,"0,0,0,1,2,0",6,3,8,0.5333333333333333,0.7133727349064429,5.706981879251543,4.0,4,1,2,0.3333333333333333,True,-1.3871333986539347,"4,1,1","0,1,1","0.000000,1.000000,1.000000"
factual_003,Which planet is known as the Red Planet?,4,Jupiter is the Red Planet.,0,factual,0.3,"0,0,0,1,2,0",6,3,8,0.5333333333333333,0.7133727349064429,5.706981879251543,4.0,4,1,2,0.3333333333333333,True,-1.3871333986539347,"4,1,1","0,1,1","0.000000,1.000000,1.000000"
factual_003,Which planet is known as the Red Planet?,5,Mars is referred to as the Red Planet.,1,correct,0.3,"0,0,0,1,2,0",6,3,8,0.5333333333333333,0.7133727349064429,5.706981879251543,4.0,4,1,2,0.3333333333333333,True,-1.3871333986539347,"4,1,1","0,1,1","0.000000,1.000000,1.000000"
factual_004,What is the largest planet in our solar system?,0,Jupiter is the largest planet in the solar system.,1,correct,0.3,"0,0,0,1,2,0",6,3,8,0.5333333333333333,0.6918562068458414,5.534849654766731,4.0,4,1,2,0.3333333333333333,True,-1.385175716519394,"4,1,1","0,1,1","0.000000,1.000000,1.000000"
factual_004,What is the largest planet in our solar system?,1,The largest planet is Jupiter.,1,correct,0.3,"0,0,0,1,2,0",6,3,8,0.5333333333333333,0.6918562068458414,5.534849654766731,4.0,4,1,2,0.3333333333333333,True,-1.385175716519394,"4,1,1","0,1,1","0.000000,1.000000,1.000000"
factual_004,What is the largest planet in our solar system?,2,Jupiter has the greatest planetary size in our solar system.,1,correct,0.3,"0,0,0,1,2,0",6,3,8,0.5333333333333333,0.6918562068458414,5.534849654766731,4.0,4,1,2,0.3333333333333333,True,-1.385175716519394,"4,1,1","0,1,1","0.000000,1.000000,1.000000"
factual_004,What is the largest planet in our solar system?,3,Saturn is the largest planet.,0,factual,0.3,"0,0,0,1,2,0",6,3,8,0.5333333333333333,0.6918562068458414,5.534849654766731,4.0,4,1,2,0.3333333333333333,True,-1.385175716519394,"4,1,1","0,1,1","0.000000,1.000000,1.000000"
factual_004,What is the largest planet in our solar system?,4,Earth is the largest planet.,0,factual,0.3,"0,0,0,1,2,0",6,3,8,0.5333333333333333,0.6918562068458414,5.534849654766731,4.0,4,1,2,0.3333333333333333,True,-1.385175716519394,"4,1,1","0,1,1","0.000000,1.000000,1.000000"
factual_004,What is the largest planet in our solar system?,5,Jupiter is the largest planet in our solar system.,1,correct,0.3,"0,0,0,1,2,0",6,3,8,0.5333333333333333,0.6918562068458414,5.534849654766731,4.0,4,1,2,0.3333333333333333,True,-1.385175716519394,"4,1,1","0,1,1","0.000000,1.000000,1.000000"
factual_005,What gas do humans need to breathe?,0,Humans need oxygen to breathe.,1,correct,0.3,"0,0,0,1,2,0",6,3,8,0.5333333333333333,0.6690022974689782,5.352018379751826,4.0,4,1,2,0.3333333333333333,True,-1.3811841740318747,"4,1,1","0,1,1","0.000000,1.000000,1.000000"
factual_005,What gas do humans need to breathe?,1,Oxygen is required for human respiration.,1,correct,0.3,"0,0,0,1,2,0",6,3,8,0.5333333333333333,0.6690022974689782,5.352018379751826,4.0,4,1,2,0.3333333333333333,True,-1.3811841740318747,"4,1,1","0,1,1","0.000000,1.000000,1.000000"
factual_005,What gas do humans need to breathe?,2,People breathe oxygen.,1,correct,0.3,"0,0,0,1,2,0",6,3,8,0.5333333333333333,0.6690022974689782,5.352018379751826,4.0,4,1,2,0.3333333333333333,True,-1.3811841740318747,"4,1,1","0,1,1","0.000000,1.000000,1.000000"
factual_005,What gas do humans need to breathe?,3,Humans need carbon dioxide to breathe.,0,factual,0.3,"0,0,0,1,2,0",6,3,8,0.5333333333333333,0.6690022974689782,5.352018379751826,4.0,4,1,2,0.3333333333333333,True,-1.3811841740318747,"4,1,1","0,1,1","0.000000,1.000000,1.000000"
factual_005,What gas do humans need to breathe?,4,Nitrogen is the gas humans primarily need for respiration.,0,factual,0.3,"0,0,0,1,2,0",6,3,8,0.5333333333333333,0.6690022974689782,5.352018379751826,4.0,4,1,2,0.3333333333333333,True,-1.3811841740318747,"4,1,1","0,1,1","0.000000,1.000000,1.000000"
factual_005,What gas do humans need to breathe?,5,Oxygen is necessary for human breathing.,1,correct,0.3,"0,0,0,1,2,0",6,3,8,0.5333333333333333,0.6690022974689782,5.352018379751826,4.0,4,1,2,0.3333333333333333,True,-1.3811841740318747,"4,1,1","0,1,1","0.000000,1.000000,1.000000"
reasoning_001,"If all A are B and all B are C, must all A be C?",0,"Yes. If every A is a B and every B is a C, then every A is a C.",1,correct,0.3,"0,0,0,1,2,0",6,3,5,0.3333333333333333,0.4689089058898389,2.3445445294491947,4.0,4,1,2,0.3333333333333333,True,-1.387669683391278,"4,1,1","0,1,1","0.000000,1.000000,1.000000"
reasoning_001,"If all A are B and all B are C, must all A be C?",1,"Yes, because membership in A implies membership in B and then C.",1,correct,0.3,"0,0,0,1,2,0",6,3,5,0.3333333333333333,0.4689089058898389,2.3445445294491947,4.0,4,1,2,0.3333333333333333,True,-1.387669683391278,"4,1,1","0,1,1","0.000000,1.000000,1.000000"
reasoning_001,"If all A are B and all B are C, must all A be C?",2,All A are necessarily C under those premises.,1,correct,0.3,"0,0,0,1,2,0",6,3,5,0.3333333333333333,0.4689089058898389,2.3445445294491947,4.0,4,1,2,0.3333333333333333,True,-1.387669683391278,"4,1,1","0,1,1","0.000000,1.000000,1.000000"
reasoning_001,"If all A are B and all B are C, must all A be C?",3,"No, A can be unrelated to C.",0,reasoning,0.3,"0,0,0,1,2,0",6,3,5,0.3333333333333333,0.4689089058898389,2.3445445294491947,4.0,4,1,2,0.3333333333333333,True,-1.387669683391278,"4,1,1","0,1,1","0.000000,1.000000,1.000000"
reasoning_001,"If all A are B and all B are C, must all A be C?",4,The conclusion cannot follow because B and C are different labels.,0,reasoning,0.3,"0,0,0,1,2,0",6,3,5,0.3333333333333333,0.4689089058898389,2.3445445294491947,4.0,4,1,2,0.3333333333333333,True,-1.387669683391278,"4,1,1","0,1,1","0.000000,1.000000,1.000000"
reasoning_001,"If all A are B and all B are C, must all A be C?",5,"Yes, the implication follows transitively.",1,correct,0.3,"0,0,0,1,2,0",6,3,5,0.3333333333333333,0.4689089058898389,2.3445445294491947,4.0,4,1,2,0.3333333333333333,True,-1.387669683391278,"4,1,1","0,1,1","0.000000,1.000000,1.000000"
reasoning_002,"If a number is divisible by 4, must it be even?",0,Yes. Every number divisible by 4 is even.,1,correct,0.3,"0,0,0,1,1,0",6,2,8,0.5333333333333333,0.5274778115563095,4.219822492450476,2.0,4,2,2,0.3333333333333333,True,-1.659039292105924,"4,2","0,2","0.000000,1.000000"
reasoning_002,"If a number is divisible by 4, must it be even?",1,"Yes, because divisibility by 4 implies divisibility by 2.",1,correct,0.3,"0,0,0,1,1,0",6,2,8,0.5333333333333333,0.5274778115563095,4.219822492450476,2.0,4,2,2,0.3333333333333333,True,-1.659039292105924,"4,2","0,2","0.000000,1.000000"
reasoning_002,"If a number is divisible by 4, must it be even?",2,A number divisible by four must be even.,1,correct,0.3,"0,0,0,1,1,0",6,2,8,0.5333333333333333,0.5274778115563095,4.219822492450476,2.0,4,2,2,0.3333333333333333,True,-1.659039292105924,"4,2","0,2","0.000000,1.000000"
reasoning_002,"If a number is divisible by 4, must it be even?",3,No. Numbers divisible by 4 can be odd.,0,reasoning,0.3,"0,0,0,1,1,0",6,2,8,0.5333333333333333,0.5274778115563095,4.219822492450476,2.0,4,2,2,0.3333333333333333,True,-1.659039292105924,"4,2","0,2","0.000000,1.000000"
reasoning_002,"If a number is divisible by 4, must it be even?",4,Divisibility by 4 does not imply evenness.,0,reasoning,0.3,"0,0,0,1,1,0",6,2,8,0.5333333333333333,0.5274778115563095,4.219822492450476,2.0,4,2,2,0.3333333333333333,True,-1.659039292105924,"4,2","0,2","0.000000,1.000000"
reasoning_002,"If a number is divisible by 4, must it be even?",5,"Yes, divisibility by 4 guarantees an even number.",1,correct,0.3,"0,0,0,1,1,0",6,2,8,0.5333333333333333,0.5274778115563095,4.219822492450476,2.0,4,2,2,0.3333333333333333,True,-1.659039292105924,"4,2","0,2","0.000000,1.000000"
